Date,Adj Close,Close,High,Low,Open,Volume
2018-01-02,73.18396759033203,76.12000274658203,76.12999725341797,75.56999969482422,75.91999816894531,14903900
2018-01-03,73.57814025878906,76.52999877929688,76.58000183105469,76.05999755859375,76.23999786376953,18155000
2018-01-04,74.11654663085938,77.08999633789062,77.1500015258789,76.72000122070312,76.86000061035156,16483000
2018-01-05,74.6260986328125,77.62000274658203,77.66000366210938,77.02999877929688,77.45999908447266,16996200
2018-01-08,74.93376159667969,77.94000244140625,77.98999786376953,77.5999984741211,77.69999694824219,5727500
2018-01-09,75.41447448730469,78.44000244140625,78.63999938964844,78.01000213623047,78.04000091552734,8967700
2018-01-10,75.40486907958984,78.43000030517578,78.69000244140625,78.05999755859375,78.29000091552734,11669500
2018-01-11,76.36628723144531,79.43000030517578,79.45999908447266,78.58000183105469,78.77999877929688,9448300
2018-01-12,77.07775115966797,80.16999816894531,80.25,79.6500015258789,79.79000091552734,7436200
2018-01-16,76.3855209350586,79.44999694824219,80.5999984741211,79.08999633789062,80.47000122070312,13343700
2018-01-17,76.80854797363281,79.88999938964844,79.97000122070312,79.33999633789062,79.58999633789062,7814300
2018-01-18,76.3951416015625,79.45999908447266,80.11000061035156,79.38999938964844,79.88999938964844,7790400
2018-01-19,76.61626434326172,79.69000244140625,79.79000091552734,79.33000183105469,79.77999877929688,8657700
2018-01-22,76.61626434326172,79.69000244140625,79.70999908447266,79.0999984741211,79.47000122070312,12175300
2018-01-23,76.65471649169922,79.7300033569336,79.80999755859375,79.3499984741211,79.68000030517578,8953800
2018-01-24,76.58743286132812,79.66000366210938,80.08000183105469,79.16999816894531,79.70999908447266,9660000
2018-01-25,76.66433715820312,79.73999786376953,79.9800033569336,79.06999969482422,79.86000061035156,12499200
2018-01-26,77.54886627197266,80.66000366210938,80.66000366210938,79.70999908447266,79.9800033569336,8008300
2018-01-29,77.02970123291016,80.12000274658203,80.95999908447266,80.08999633789062,80.5199966430664,12870300
2018-01-30,76.42398071289062,79.48999786376953,79.86000061035156,79.12000274658203,79.58999633789062,16742400
2018-01-31,76.65471649169922,79.7300033569336,80.5199966430664,79.47000122070312,80.22000122070312,15988100
2018-02-01,76.5201187133789,79.58999633789062,80.2699966430664,79.11000061035156,79.22000122070312,14169300
2018-02-02,74.9818344116211,77.98999786376953,79.23999786376953,77.97000122070312,79.11000061035156,17929500
2018-02-05,71.57838439941406,74.44999694824219,78.18000030517578,73.94999694824219,77.16999816894531,30309100
2018-02-06,72.88592529296875,75.80999755859375,76.02999877929688,72.63999938964844,73.05000305175781,31980600
2018-02-07,73.02052307128906,75.94999694824219,77.1500015258789,75.48999786376953,75.75,22666800
2018-02-08,70.20352935791016,73.0199966430664,76.16000366210938,72.98999786376953,76.04000091552734,27282100
2018-02-09,70.96307373046875,73.80999755859375,74.43000030517578,71.48999786376953,73.87000274658203,40362500
2018-02-12,72.10716247558594,75.0,75.54000091552734,73.91000366210938,74.41000366210938,20776900
2018-02-13,72.2706069946289,75.16999816894531,75.37999725341797,74.48999786376953,74.58000183105469,12974600
2018-02-14,73.18396759033203,76.12000274658203,76.20999908447266,74.72000122070312,74.80000305175781,13482800
2018-02-15,74.28960418701172,77.2699966430664,77.2699966430664,76.06999969482422,76.72000122070312,10800400
2018-02-16,74.30883026123047,77.29000091552734,78.06999969482422,77.02999877929688,77.08999633789062,11161700
2018-02-20,73.55892944335938,76.51000213623047,77.27999877929688,76.23999786376953,76.93000030517578,11838900
