time,open,high,low,close,Volume,Volume MA,ATR
2014-03-12T22:00:00Z,0.8095,0.8095,0.8095,0.8095,0,NaN,NaN
2014-03-16T22:00:00Z,0.8148,0.8148,0.8148,0.8148,0,NaN,NaN
2014-03-17T22:00:00Z,0.8177,0.8177,0.8177,0.8177,0,NaN,NaN
2014-03-18T22:00:00Z,0.8124,0.8124,0.8124,0.8124,0,NaN,NaN
2014-03-19T22:00:00Z,0.8156,0.8156,0.8156,0.8156,0,NaN,NaN
2014-03-20T22:00:00Z,0.8187,0.8187,0.8187,0.8187,0,NaN,NaN
2014-03-23T22:00:00Z,0.8242,0.8242,0.8242,0.8242,0,NaN,NaN
2014-03-24T22:00:00Z,0.8278,0.8278,0.8278,0.8278,0,NaN,NaN
2014-03-25T22:00:00Z,0.8306,0.8306,0.8306,0.8306,0,NaN,NaN
2014-03-26T22:00:00Z,0.8339,0.8339,0.8339,0.8339,0,NaN,NaN
2014-03-27T22:00:00Z,0.8361,0.8361,0.8361,0.8361,0,NaN,NaN
2014-03-30T22:00:00Z,0.838,0.838,0.838,0.838,0,NaN,NaN
2014-03-31T22:00:00Z,0.8347,0.8347,0.8347,0.8347,0,NaN,NaN
2014-04-01T22:00:00Z,0.8363,0.8363,0.8363,0.8363,0,NaN,0.0031428571428571378
2014-04-02T22:00:00Z,0.8362,0.8362,0.8362,0.8362,0,NaN,0.002925510204081627
2014-04-03T22:00:00Z,0.84,0.84,0.84,0.84,0,NaN,0.002987973760932933
2014-04-06T22:00:00Z,0.8386,0.8386,0.8386,0.8386,0,NaN,0.002874547063723435
2014-04-07T22:00:00Z,0.8448,0.8448,0.8448,0.8448,0,NaN,0.003112079416314617
2014-04-08T22:00:00Z,0.8501,0.8501,0.8501,0.8501,0,NaN,0.0032683594580064286
2014-04-09T22:00:00Z,0.8462,0.8462,0.8462,0.8462,0,0,0.0033134766395773994
2014-04-10T22:00:00Z,0.8452,0.8452,0.8452,0.8452,0,0,0.003148228308179014
2014-04-13T22:00:00Z,0.8493,0.8493,0.8493,0.8493,0,0,0.0032162120004519492
2014-04-14T22:00:00Z,0.8452,0.8452,0.8452,0.8452,0,0,0.0032793397147053887
2014-04-15T22:00:00Z,0.848,0.848,0.848,0.848,0,0,0.0032451011636550056
2014-04-16T22:00:00Z,0.8465,0.8465,0.8465,0.8465,0,0,0.0031204510805367867
2014-04-20T22:00:00Z,0.847,0.847,0.847,0.847,0,0,0.002933276003355584
2014-04-21T22:00:00Z,0.8495,0.8495,0.8495,0.8495,0,0,0.002902327717401618
2014-04-22T22:00:00Z,0.8447,0.8447,0.8447,0.8447,0,0,0.0030378757375872185
2014-04-23T22:00:00Z,0.8431,0.8431,0.8431,0.8431,0,0,0.0029351703277595634
2014-04-24T22:00:00Z,0.8441,0.8441,0.8441,0.8441,0,0,0.0027969438757767377
2014-04-27T22:00:00Z,0.843,0.843,0.843,0.843,0,0,0.002675733598935542
2014-04-28T22:00:00Z,0.8446,0.8446,0.8446,0.8446,0,0,0.0025988954847258636
2014-04-29T22:00:00Z,0.8444,0.8444,0.8444,0.8444,0,0,0.0024275458072454434
2014-04-30T22:00:00Z,0.842,0.842,0.842,0.842,0,0,0.0024255782495850595
2014-05-01T22:00:00Z,0.8424,0.8424,0.8424,0.8424,0,0,0.0022808940889004173
2014-05-04T22:00:00Z,0.845,0.845,0.845,0.845,0,0,0.0023036873682646683
2014-05-05T22:00:00Z,0.8533,0.8533,0.8533,0.8533,0,0,0.002731995413388619
2014-05-06T22:00:00Z,0.8509,0.8509,0.8509,0.8509,0,0,0.002708281455289429
2014-05-07T22:00:00Z,0.8532,0.8532,0.8532,0.8532,0,0,0.0026791184941973244
2014-05-08T22:00:00Z,0.8523,0.8523,0.8523,0.8523,0,0,0.002552038601754659
2014-05-11T22:00:00Z,0.8523,0.8523,0.8523,0.8523,0,0,0.0023697501302007546
2014-05-12T22:00:00Z,0.8518,0.8518,0.8518,0.8518,0,0,0.0022361965494721255
2014-05-13T22:00:00Z,0.853,0.853,0.853,0.853,0,0,0.002162182510224115
2014-05-14T22:00:00Z,0.8502,0.8502,0.8502,0.8502,0,0,0.002207740902350966
2014-05-15T22:00:00Z,0.8515,0.8515,0.8515,0.8515,0,0,0.0021429022664687597
2014-05-18T22:00:00Z,0.849,0.849,0.849,0.849,0,0,0.002168409247435281
2014-05-19T22:00:00Z,0.8442,0.8442,0.8442,0.8442,0,0,0.00235638001547562
2014-05-20T22:00:00Z,0.8433,0.8433,0.8433,0.8433,0,0,0.0022523528715130683
2014-05-21T22:00:00Z,0.8396,0.8396,0.8396,0.8396,0,0,0.002355756237833566
2014-05-22T22:00:00Z,0.8398,0.8398,0.8398,0.8398,0,0,0.002201773649416881
2014-05-26T22:00:00Z,0.844,0.844,0.844,0.844,0,0,0.00234450410302996
2014-05-27T22:00:00Z,0.8392,0.8392,0.8392,0.8392,0,0,0.0025198966670992506
2014-05-28T22:00:00Z,0.8474,0.8474,0.8474,0.8474,0,0,0.002925618333735025
2014-05-29T22:00:00Z,0.8486,0.8486,0.8486,0.8486,0,0,0.0028023598813253785
2014-06-01T22:00:00Z,0.8472,0.8472,0.8472,0.8472,0,0,0.0027021913183735706
2014-06-02T22:00:00Z,0.8466,0.8466,0.8466,0.8466,0,0,0.0025520347956325966
2014-06-03T22:00:00Z,0.8482,0.8482,0.8482,0.8482,0,0,0.0024840323102302635
2014-06-04T22:00:00Z,0.8535,0.8535,0.8535,0.8535,0,0,0.002685172859499536
2014-06-05T22:00:00Z,0.8538,0.8538,0.8538,0.8538,0,0,0.002514803369535281
2014-06-08T22:00:00Z,0.8556,0.8556,0.8556,0.8556,0,0,0.0024637459859970486
2014-06-09T22:00:00Z,0.8589,0.8589,0.8589,0.8589,0,0,0.002523478415568686
2014-06-10T22:00:00Z,0.8596,0.8596,0.8596,0.8596,0,0,0.002393229957313782
2014-06-11T22:00:00Z,0.8607,0.8607,0.8607,0.8607,0,0,0.002300856388934225
2014-06-12T22:00:00Z,0.8606,0.8606,0.8606,0.8606,0,0,0.0021436523611532083
2014-06-15T22:00:00Z,0.8635,0.8635,0.8635,0.8635,0,0,0.0021976771924994087
2014-06-16T22:00:00Z,0.8594,0.8594,0.8594,0.8594,0,0,0.0023335573930351647
2014-06-17T22:00:00Z,0.8606,0.8606,0.8606,0.8606,0,0,0.002252589007818366
2014-06-18T22:00:00Z,0.8644,0.8644,0.8644,0.8644,0,0,0.0023631183644027623
2014-06-19T22:00:00Z,0.863,0.863,0.863,0.863,0,0,0.0022943241955168474
2014-06-22T22:00:00Z,0.8656,0.8656,0.8656,0.8656,0,0,0.002316158181551362
2014-06-23T22:00:00Z,0.8647,0.8647,0.8647,0.8647,0,0,0.0022150040257262658
2014-06-24T22:00:00Z,0.8653,0.8653,0.8653,0.8653,0,0,0.0020996465953172423
2014-06-25T22:00:00Z,0.8653,0.8653,0.8653,0.8653,0,0,0.0019496718385088679
2014-06-26T22:00:00Z,0.8672,0.8672,0.8672,0.8672,0,0,0.0019461238500439496
2014-06-29T22:00:00Z,0.8686,0.8686,0.8686,0.8686,0,0,0.0019071150036122438
2014-06-30T22:00:00Z,0.8742,0.8742,0.8742,0.8742,0,0,0.0021708925033542222
2014-07-01T22:00:00Z,0.8713,0.8713,0.8713,0.8713,0,0,0.002222971610257493
2014-07-02T22:00:00Z,0.8653,0.8653,0.8653,0.8653,0,0,0.002492759352381958
2014-07-06T22:00:00Z,0.8686,0.8686,0.8686,0.8686,0,0,0.0025504193986403954
2014-07-07T22:00:00Z,0.8691,0.8691,0.8691,0.8691,0,0,0.0024039608701660778
2014-07-08T22:00:00Z,0.8717,0.8717,0.8717,0.8717,0,0,0.0024179636651542186
2014-07-09T22:00:00Z,0.8697,0.8697,0.8697,0.8697,0,0,0.002388109117643203
2014-07-10T22:00:00Z,0.8689,0.8689,0.8689,0.8689,0,0,0.002274672752097262
2014-07-13T22:00:00Z,0.8698,0.8698,0.8698,0.8698,0,0,0.0021764818412331726
2014-07-14T22:00:00Z,0.8702,0.8702,0.8702,0.8702,0,0,0.002049590281145086
2014-07-15T22:00:00Z,0.8707,0.8707,0.8707,0.8707,0,0,0.0019389052610632982
2014-07-16T22:00:00Z,0.8718,0.8718,0.8718,0.8718,0,0,0.0018789834567016334
2014-07-17T22:00:00Z,0.8735,0.8735,0.8735,0.8735,0,0,0.0018661989240800908
2014-07-20T22:00:00Z,0.8711,0.8711,0.8711,0.8711,0,0,0.0019043275723600892
2014-07-21T22:00:00Z,0.8731,0.8731,0.8731,0.8731,0,0,0.0019111613171915113
2014-07-22T22:00:00Z,0.8763,0.8763,0.8763,0.8763,0,0,0.0020032212231064018
2014-07-23T22:00:00Z,0.8737,0.8737,0.8737,0.8737,0,0,0.002045848278598797
2014-07-24T22:00:00Z,0.8719,0.8719,0.8719,0.8719,0,0,0.0020282876872703133
2014-07-27T22:00:00Z,0.8733,0.8733,0.8733,0.8733,0,0,0.0019834099953224306
