time,open,high,low,close,Volume,Volume MA,ATR
2013-08-11T22:00:00Z,0.8466,0.8466,0.8466,0.8466,0,NaN,NaN
2013-08-12T22:00:00Z,0.8434,0.8434,0.8434,0.8434,0,NaN,NaN
2013-08-13T22:00:00Z,0.8453,0.8453,0.8453,0.8453,0,NaN,NaN
2013-08-14T22:00:00Z,0.8445,0.8445,0.8445,0.8445,0,NaN,NaN
2013-08-15T22:00:00Z,0.8509,0.8509,0.8509,0.8509,0,NaN,NaN
2013-08-18T22:00:00Z,0.8432,0.8432,0.8432,0.8432,0,NaN,NaN
2013-08-19T22:00:00Z,0.8408,0.8408,0.8408,0.8408,0,NaN,NaN
2013-08-20T22:00:00Z,0.8346,0.8346,0.8346,0.8346,0,NaN,NaN
2013-08-21T22:00:00Z,0.8343,0.8343,0.8343,0.8343,0,NaN,NaN
2013-08-22T22:00:00Z,0.8375,0.8375,0.8375,0.8375,0,NaN,NaN
2013-08-25T22:00:00Z,0.8367,0.8367,0.8367,0.8367,0,NaN,NaN
2013-08-26T22:00:00Z,0.8325,0.8325,0.8325,0.8325,0,NaN,NaN
2013-08-27T22:00:00Z,0.8297,0.8297,0.8297,0.8297,0,NaN,NaN
2013-08-28T22:00:00Z,0.8292,0.8292,0.8292,0.8292,0,NaN,0.002885714285714277
2013-08-29T22:00:00Z,0.8264,0.8264,0.8264,0.8264,0,NaN,0.002879591836734688
2013-09-02T22:00:00Z,0.8376,0.8376,0.8376,0.8376,0,NaN,0.0034739067055393523
2013-09-03T22:00:00Z,0.8471,0.8471,0.8471,0.8471,0,NaN,0.0039043419408579666
2013-09-04T22:00:00Z,0.844,0.844,0.844,0.844,0,NaN,0.003846888945082397
2013-09-05T22:00:00Z,0.8505,0.8505,0.8505,0.8505,0,NaN,0.004036396877576516
2013-09-08T22:00:00Z,0.8536,0.8536,0.8536,0.8536,0,0,0.00396951138632105
2013-09-09T22:00:00Z,0.8599,0.8599,0.8599,0.8599,0,0,0.004135974858726688
2013-09-10T22:00:00Z,0.8626,0.8626,0.8626,0.8626,0,0,0.004033405225960498
2013-09-11T22:00:00Z,0.857,0.857,0.857,0.857,0,0,0.004145304852677609
2013-09-12T22:00:00Z,0.8562,0.8562,0.8562,0.8562,0,0,0.0039063545060577815
